Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Duration,QC Name
Chengdu,PM2.5,01/01/15 09:00 PM,2015,1,1,21,195,1 Hr,Valid
Chengdu,PM2.5,01/01/15 10:00 PM,2015,1,1,22,201,1 Hr,Valid
Chengdu,PM2.5,01/01/15 11:00 PM,2015,1,1,23,184,1 Hr,Valid
Chengdu,PM2.5,01/02/15 12:00 AM,2015,1,2,0,163,1 Hr,Valid
Chengdu,PM2.5,01/02/15 01:00 AM,2015,1,2,1,169,1 Hr,Valid
Chengdu,PM2.5,01/02/15 02:00 AM,2015,1,2,2,175,1 Hr,Valid
Chengdu,PM2.5,01/02/15 03:00 AM,2015,1,2,3,171,1 Hr,Valid
Chengdu,PM2.5,01/02/15 04:00 AM,2015,1,2,4,169,1 Hr,Valid
Chengdu,PM2.5,01/02/15 05:00 AM,2015,1,2,5,171,1 Hr,Valid
Chengdu,PM2.5,01/02/15 06:00 AM,2015,1,2,6,162,1 Hr,Valid
Chengdu,PM2.5,01/02/15 07:00 AM,2015,1,2,7,166,1 Hr,Valid
Chengdu,PM2.5,01/02/15 08:00 AM,2015,1,2,8,167,1 Hr,Valid
Chengdu,PM2.5,01/02/15 09:00 AM,2015,1,2,9,164,1 Hr,Valid
Chengdu,PM2.5,01/02/15 10:00 AM,2015,1,2,10,183,1 Hr,Valid
Chengdu,PM2.5,01/02/15 11:00 AM,2015,1,2,11,189,1 Hr,Valid
Chengdu,PM2.5,01/02/15 12:00 PM,2015,1,2,12,197,1 Hr,Valid
Chengdu,PM2.5,01/02/15 01:00 PM,2015,1,2,13,206,1 Hr,Valid
Chengdu,PM2.5,01/02/15 02:00 PM,2015,1,2,14,209,1 Hr,Valid
Chengdu,PM2.5,01/02/15 03:00 PM,2015,1,2,15,202,1 Hr,Valid
Chengdu,PM2.5,01/02/15 04:00 PM,2015,1,2,16,208,1 Hr,Valid
Chengdu,PM2.5,01/02/15 05:00 PM,2015,1,2,17,201,1 Hr,Valid
Chengdu,PM2.5,01/02/15 06:00 PM,2015,1,2,18,200,1 Hr,Valid
Chengdu,PM2.5,01/02/15 07:00 PM,2015,1,2,19,203,1 Hr,Valid
Chengdu,PM2.5,01/02/15 08:00 PM,2015,1,2,20,222,1 Hr,Valid
Chengdu,PM2.5,01/02/15 09:00 PM,2015,1,2,21,216,1 Hr,Valid
Chengdu,PM2.5,01/02/15 10:00 PM,2015,1,2,22,233,1 Hr,Valid
Chengdu,PM2.5,01/02/15 11:00 PM,2015,1,2,23,232,1 Hr,Valid
Chengdu,PM2.5,01/03/15 12:00 AM,2015,1,3,0,186,1 Hr,Valid
Chengdu,PM2.5,01/03/15 01:00 AM,2015,1,3,1,174,1 Hr,Valid
Chengdu,PM2.5,01/03/15 02:00 AM,2015,1,3,2,193,1 Hr,Valid
Chengdu,PM2.5,01/03/15 03:00 AM,2015,1,3,3,211,1 Hr,Valid
Chengdu,PM2.5,01/03/15 04:00 AM,2015,1,3,4,196,1 Hr,Valid
Chengdu,PM2.5,01/03/15 05:00 AM,2015,1,3,5,193,1 Hr,Valid
Chengdu,PM2.5,01/03/15 06:00 AM,2015,1,3,6,196,1 Hr,Valid
Chengdu,PM2.5,01/03/15 07:00 AM,2015,1,3,7,191,1 Hr,Valid
Chengdu,PM2.5,01/03/15 08:00 AM,2015,1,3,8,183,1 Hr,Valid
Chengdu,PM2.5,01/03/15 09:00 AM,2015,1,3,9,169,1 Hr,Valid
Chengdu,PM2.5,01/03/15 10:00 AM,2015,1,3,10,162,1 Hr,Valid
Chengdu,PM2.5,01/03/15 11:00 AM,2015,1,3,11,170,1 Hr,Valid
Chengdu,PM2.5,01/03/15 12:00 PM,2015,1,3,12,168,1 Hr,Valid
Chengdu,PM2.5,01/03/15 01:00 PM,2015,1,3,13,170,1 Hr,Valid
Chengdu,PM2.5,01/03/15 02:00 PM,2015,1,3,14,173,1 Hr,Valid
Chengdu,PM2.5,01/03/15 03:00 PM,2015,1,3,15,188,1 Hr,Valid
Chengdu,PM2.5,01/03/15 04:00 PM,2015,1,3,16,168,1 Hr,Valid
Chengdu,PM2.5,01/03/15 05:00 PM,2015,1,3,17,167,1 Hr,Valid
Chengdu,PM2.5,01/03/15 06:00 PM,2015,1,3,18,152,1 Hr,Valid
Chengdu,PM2.5,01/03/15 07:00 PM,2015,1,3,19,154,1 Hr,Valid
Chengdu,PM2.5,01/03/15 08:00 PM,2015,1,3,20,156,1 Hr,Valid
Chengdu,PM2.5,01/03/15 09:00 PM,2015,1,3,21,158,1 Hr,Valid
Chengdu,PM2.5,01/03/15 10:00 PM,2015,1,3,22,160,1 Hr,Valid
Chengdu,PM2.5,01/03/15 11:00 PM,2015,1,3,23,157,1 Hr,Valid
Chengdu,PM2.5,01/04/15 12:00 AM,2015,1,4,0,158,1 Hr,Valid
Chengdu,PM2.5,01/04/15 01:00 AM,2015,1,4,1,160,1 Hr,Valid
Chengdu,PM2.5,01/04/15 02:00 AM,2015,1,4,2,162,1 Hr,Valid
Chengdu,PM2.5,01/04/15 03:00 AM,2015,1,4,3,174,1 Hr,Valid
Chengdu,PM2.5,01/04/15 04:00 AM,2015,1,4,4,166,1 Hr,Valid
Chengdu,PM2.5,01/04/15 05:00 AM,2015,1,4,5,173,1 Hr,Valid
Chengdu,PM2.5,01/04/15 06:00 AM,2015,1,4,6,171,1 Hr,Valid
Chengdu,PM2.5,01/04/15 07:00 AM,2015,1,4,7,178,1 Hr,Valid
Chengdu,PM2.5,01/04/15 08:00 AM,2015,1,4,8,182,1 Hr,Valid
Chengdu,PM2.5,01/04/15 09:00 AM,2015,1,4,9,191,1 Hr,Valid
Chengdu,PM2.5,01/04/15 10:00 AM,2015,1,4,10,198,1 Hr,Valid
Chengdu,PM2.5,01/04/15 11:00 AM,2015,1,4,11,202,1 Hr,Valid
Chengdu,PM2.5,01/04/15 12:00 PM,2015,1,4,12,201,1 Hr,Valid
Chengdu,PM2.5,01/04/15 01:00 PM,2015,1,4,13,195,1 Hr,Valid
Chengdu,PM2.5,01/04/15 02:00 PM,2015,1,4,14,173,1 Hr,Valid
Chengdu,PM2.5,01/04/15 03:00 PM,2015,1,4,15,155,1 Hr,Valid
Chengdu,PM2.5,01/04/15 04:00 PM,2015,1,4,16,196,1 Hr,Valid
Chengdu,PM2.5,01/04/15 05:00 PM,2015,1,4,17,232,1 Hr,Valid
Chengdu,PM2.5,01/04/15 06:00 PM,2015,1,4,18,220,1 Hr,Valid
Chengdu,PM2.5,01/04/15 07:00 PM,2015,1,4,19,233,1 Hr,Valid
Chengdu,PM2.5,01/04/15 08:00 PM,2015,1,4,20,231,1 Hr,Valid
Chengdu,PM2.5,01/04/15 09:00 PM,2015,1,4,21,230,1 Hr,Valid
Chengdu,PM2.5,01/04/15 10:00 PM,2015,1,4,22,198,1 Hr,Valid
Chengdu,PM2.5,01/04/15 11:00 PM,2015,1,4,23,161,1 Hr,Valid
Chengdu,PM2.5,01/05/15 12:00 AM,2015,1,5,0,140,1 Hr,Valid
Chengdu,PM2.5,01/05/15 01:00 AM,2015,1,5,1,153,1 Hr,Valid
Chengdu,PM2.5,01/05/15 02:00 AM,2015,1,5,2,137,1 Hr,Valid
Chengdu,PM2.5,01/05/15 03:00 AM,2015,1,5,3,145,1 Hr,Valid
Chengdu,PM2.5,01/05/15 04:00 AM,2015,1,5,4,164,1 Hr,Valid
Chengdu,PM2.5,01/05/15 05:00 AM,2015,1,5,5,135,1 Hr,Valid
Chengdu,PM2.5,01/05/15 06:00 AM,2015,1,5,6,107,1 Hr,Valid
Chengdu,PM2.5,01/05/15 07:00 AM,2015,1,5,7,97,1 Hr,Valid
Chengdu,PM2.5,01/05/15 08:00 AM,2015,1,5,8,82,1 Hr,Valid
Chengdu,PM2.5,01/05/15 09:00 AM,2015,1,5,9,82,1 Hr,Valid
Chengdu,PM2.5,01/05/15 10:00 AM,2015,1,5,10,86,1 Hr,Valid
Chengdu,PM2.5,01/05/15 11:00 AM,2015,1,5,11,115,1 Hr,Valid
Chengdu,PM2.5,01/05/15 12:00 PM,2015,1,5,12,129,1 Hr,Valid
Chengdu,PM2.5,01/05/15 01:00 PM,2015,1,5,13,130,1 Hr,Valid
Chengdu,PM2.5,01/05/15 02:00 PM,2015,1,5,14,134,1 Hr,Valid
Chengdu,PM2.5,01/05/15 03:00 PM,2015,1,5,15,148,1 Hr,Valid
Chengdu,PM2.5,01/05/15 04:00 PM,2015,1,5,16,143,1 Hr,Valid
Chengdu,PM2.5,01/05/15 05:00 PM,2015,1,5,17,164,1 Hr,Valid
Chengdu,PM2.5,01/05/15 06:00 PM,2015,1,5,18,179,1 Hr,Valid
Chengdu,PM2.5,01/05/15 07:00 PM,2015,1,5,19,189,1 Hr,Valid
Chengdu,PM2.5,01/05/15 08:00 PM,2015,1,5,20,188,1 Hr,Valid
Chengdu,PM2.5,01/05/15 09:00 PM,2015,1,5,21,212,1 Hr,Valid
Chengdu,PM2.5,01/05/15 10:00 PM,2015,1,5,22,213,1 Hr,Valid
Chengdu,PM2.5,01/05/15 11:00 PM,2015,1,5,23,197,1 Hr,Valid
Chengdu,PM2.5,01/06/15 12:00 AM,2015,1,6,0,214,1 Hr,Valid
Chengdu,PM2.5,01/06/15 01:00 AM,2015,1,6,1,109,1 Hr,Valid
Chengdu,PM2.5,01/06/15 02:00 AM,2015,1,6,2,80,1 Hr,Valid
Chengdu,PM2.5,01/06/15 03:00 AM,2015,1,6,3,81,1 Hr,Valid
Chengdu,PM2.5,01/06/15 04:00 AM,2015,1,6,4,43,1 Hr,Valid
Chengdu,PM2.5,01/06/15 05:00 AM,2015,1,6,5,30,1 Hr,Valid
Chengdu,PM2.5,01/06/15 06:00 AM,2015,1,6,6,23,1 Hr,Valid
Chengdu,PM2.5,01/06/15 07:00 AM,2015,1,6,7,17,1 Hr,Valid
Chengdu,PM2.5,01/06/15 08:00 AM,2015,1,6,8,15,1 Hr,Valid
Chengdu,PM2.5,01/06/15 09:00 AM,2015,1,6,9,22,1 Hr,Valid
Chengdu,PM2.5,01/06/15 10:00 AM,2015,1,6,10,24,1 Hr,Valid
Chengdu,PM2.5,01/06/15 11:00 AM,2015,1,6,11,25,1 Hr,Valid
Chengdu,PM2.5,01/06/15 12:00 PM,2015,1,6,12,25,1 Hr,Valid
Chengdu,PM2.5,01/06/15 01:00 PM,2015,1,6,13,21,1 Hr,Valid
Chengdu,PM2.5,01/06/15 02:00 PM,2015,1,6,14,30,1 Hr,Valid
Chengdu,PM2.5,01/06/15 03:00 PM,2015,1,6,15,27,1 Hr,Valid
Chengdu,PM2.5,01/06/15 04:00 PM,2015,1,6,16,27,1 Hr,Valid
Chengdu,PM2.5,01/06/15 05:00 PM,2015,1,6,17,35,1 Hr,Valid
Chengdu,PM2.5,01/06/15 06:00 PM,2015,1,6,18,53,1 Hr,Valid
Chengdu,PM2.5,01/06/15 07:00 PM,2015,1,6,19,52,1 Hr,Valid
Chengdu,PM2.5,01/06/15 08:00 PM,2015,1,6,20,59,1 Hr,Valid
Chengdu,PM2.5,01/06/15 09:00 PM,2015,1,6,21,59,1 Hr,Valid
Chengdu,PM2.5,01/06/15 10:00 PM,2015,1,6,22,59,1 Hr,Valid
Chengdu,PM2.5,01/06/15 11:00 PM,2015,1,6,23,65,1 Hr,Valid
Chengdu,PM2.5,01/07/15 12:00 AM,2015,1,7,0,77,1 Hr,Valid
Chengdu,PM2.5,01/07/15 01:00 AM,2015,1,7,1,73,1 Hr,Valid
Chengdu,PM2.5,01/07/15 02:00 AM,2015,1,7,2,80,1 Hr,Valid
Chengdu,PM2.5,01/07/15 03:00 AM,2015,1,7,3,105,1 Hr,Valid
Chengdu,PM2.5,01/07/15 04:00 AM,2015,1,7,4,104,1 Hr,Valid
Chengdu,PM2.5,01/07/15 05:00 AM,2015,1,7,5,71,1 Hr,Valid
Chengdu,PM2.5,01/07/15 06:00 AM,2015,1,7,6,65,1 Hr,Valid
Chengdu,PM2.5,01/07/15 07:00 AM,2015,1,7,7,75,1 Hr,Valid
Chengdu,PM2.5,01/07/15 08:00 AM,2015,1,7,8,84,1 Hr,Valid
Chengdu,PM2.5,01/07/15 09:00 AM,2015,1,7,9,83,1 Hr,Valid
Chengdu,PM2.5,01/07/15 10:00 AM,2015,1,7,10,71,1 Hr,Valid
Chengdu,PM2.5,01/07/15 11:00 AM,2015,1,7,11,67,1 Hr,Valid
Chengdu,PM2.5,01/07/15 12:00 PM,2015,1,7,12,47,1 Hr,Valid
Chengdu,PM2.5,01/07/15 01:00 PM,2015,1,7,13,60,1 Hr,Valid
Chengdu,PM2.5,01/07/15 02:00 PM,2015,1,7,14,60,1 Hr,Valid
Chengdu,PM2.5,01/07/15 03:00 PM,2015,1,7,15,74,1 Hr,Valid
Chengdu,PM2.5,01/07/15 04:00 PM,2015,1,7,16,67,1 Hr,Valid
Chengdu,PM2.5,01/07/15 05:00 PM,2015,1,7,17,64,1 Hr,Valid
Chengdu,PM2.5,01/07/15 06:00 PM,2015,1,7,18,73,1 Hr,Valid
Chengdu,PM2.5,01/07/15 07:00 PM,2015,1,7,19,80,1 Hr,Valid
Chengdu,PM2.5,01/07/15 08:00 PM,2015,1,7,20,77,1 Hr,Valid
Chengdu,PM2.5,01/07/15 09:00 PM,2015,1,7,21,71,1 Hr,Valid
Chengdu,PM2.5,01/07/15 10:00 PM,2015,1,7,22,85,1 Hr,Valid
Chengdu,PM2.5,01/07/15 11:00 PM,2015,1,7,23,80,1 Hr,Valid
Chengdu,PM2.5,01/08/15 12:00 AM,2015,1,8,0,87,1 Hr,Valid
Chengdu,PM2.5,01/08/15 01:00 AM,2015,1,8,1,78,1 Hr,Valid
Chengdu,PM2.5,01/08/15 02:00 AM,2015,1,8,2,106,1 Hr,Valid
Chengdu,PM2.5,01/08/15 03:00 AM,2015,1,8,3,113,1 Hr,Valid
Chengdu,PM2.5,01/08/15 04:00 AM,2015,1,8,4,129,1 Hr,Valid
Chengdu,PM2.5,01/08/15 05:00 AM,2015,1,8,5,105,1 Hr,Valid
Chengdu,PM2.5,01/08/15 06:00 AM,2015,1,8,6,98,1 Hr,Valid
Chengdu,PM2.5,01/08/15 07:00 AM,2015,1,8,7,88,1 Hr,Valid
Chengdu,PM2.5,01/08/15 08:00 AM,2015,1,8,8,83,1 Hr,Valid
Chengdu,PM2.5,01/08/15 09:00 AM,2015,1,8,9,75,1 Hr,Valid
Chengdu,PM2.5,01/08/15 10:00 AM,2015,1,8,10,80,1 Hr,Valid
Chengdu,PM2.5,01/08/15 11:00 AM,2015,1,8,11,85,1 Hr,Valid
Chengdu,PM2.5,01/08/15 12:00 PM,2015,1,8,12,93,1 Hr,Valid
Chengdu,PM2.5,01/08/15 01:00 PM,2015,1,8,13,84,1 Hr,Valid
Chengdu,PM2.5,01/08/15 02:00 PM,2015,1,8,14,61,1 Hr,Valid
Chengdu,PM2.5,01/08/15 03:00 PM,2015,1,8,15,68,1 Hr,Valid
Chengdu,PM2.5,01/08/15 04:00 PM,2015,1,8,16,71,1 Hr,Valid
Chengdu,PM2.5,01/08/15 05:00 PM,2015,1,8,17,75,1 Hr,Valid
Chengdu,PM2.5,01/08/15 06:00 PM,2015,1,8,18,111,1 Hr,Valid
Chengdu,PM2.5,01/08/15 07:00 PM,2015,1,8,19,134,1 Hr,Valid
Chengdu,PM2.5,01/08/15 08:00 PM,2015,1,8,20,120,1 Hr,Valid
Chengdu,PM2.5,01/08/15 09:00 PM,2015,1,8,21,111,1 Hr,Valid
Chengdu,PM2.5,01/08/15 10:00 PM,2015,1,8,22,107,1 Hr,Valid
Chengdu,PM2.5,01/08/15 11:00 PM,2015,1,8,23,106,1 Hr,Valid
Chengdu,PM2.5,01/09/15 12:00 AM,2015,1,9,0,101,1 Hr,Valid
Chengdu,PM2.5,01/09/15 01:00 AM,2015,1,9,1,109,1 Hr,Valid
Chengdu,PM2.5,01/09/15 02:00 AM,2015,1,9,2,110,1 Hr,Valid
Chengdu,PM2.5,01/09/15 03:00 AM,2015,1,9,3,110,1 Hr,Valid
Chengdu,PM2.5,01/09/15 04:00 AM,2015,1,9,4,114,1 Hr,Valid
Chengdu,PM2.5,01/09/15 05:00 AM,2015,1,9,5,101,1 Hr,Valid
Chengdu,PM2.5,01/09/15 06:00 AM,2015,1,9,6,111,1 Hr,Valid
Chengdu,PM2.5,01/09/15 07:00 AM,2015,1,9,7,117,1 Hr,Valid
Chengdu,PM2.5,01/09/15 08:00 AM,2015,1,9,8,120,1 Hr,Valid
Chengdu,PM2.5,01/09/15 09:00 AM,2015,1,9,9,112,1 Hr,Valid
Chengdu,PM2.5,01/09/15 10:00 AM,2015,1,9,10,122,1 Hr,Valid
Chengdu,PM2.5,01/09/15 11:00 AM,2015,1,9,11,127,1 Hr,Valid
Chengdu,PM2.5,01/09/15 12:00 PM,2015,1,9,12,115,1 Hr,Valid
Chengdu,PM2.5,01/09/15 01:00 PM,2015,1,9,13,115,1 Hr,Valid
Chengdu,PM2.5,01/09/15 02:00 PM,2015,1,9,14,104,1 Hr,Valid
Chengdu,PM2.5,01/09/15 03:00 PM,2015,1,9,15,64,1 Hr,Valid
Chengdu,PM2.5,01/09/15 04:00 PM,2015,1,9,16,85,1 Hr,Valid
Chengdu,PM2.5,01/09/15 05:00 PM,2015,1,9,17,102,1 Hr,Valid
Chengdu,PM2.5,01/09/15 06:00 PM,2015,1,9,18,104,1 Hr,Valid
Chengdu,PM2.5,01/09/15 07:00 PM,2015,1,9,19,108,1 Hr,Valid
Chengdu,PM2.5,01/09/15 08:00 PM,2015,1,9,20,101,1 Hr,Valid
Chengdu,PM2.5,01/09/15 09:00 PM,2015,1,9,21,99,1 Hr,Valid
Chengdu,PM2.5,01/09/15 10:00 PM,2015,1,9,22,104,1 Hr,Valid
Chengdu,PM2.5,01/09/15 11:00 PM,2015,1,9,23,105,1 Hr,Valid
Chengdu,PM2.5,01/10/15 12:00 AM,2015,1,10,0,77,1 Hr,Valid
Chengdu,PM2.5,01/10/15 01:00 AM,2015,1,10,1,79,1 Hr,Valid
Chengdu,PM2.5,01/10/15 02:00 AM,2015,1,10,2,88,1 Hr,Valid
Chengdu,PM2.5,01/10/15 03:00 AM,2015,1,10,3,94,1 Hr,Valid
Chengdu,PM2.5,01/10/15 04:00 AM,2015,1,10,4,95,1 Hr,Valid
Chengdu,PM2.5,01/10/15 05:00 AM,2015,1,10,5,91,1 Hr,Valid
Chengdu,PM2.5,01/10/15 06:00 AM,2015,1,10,6,94,1 Hr,Valid
Chengdu,PM2.5,01/10/15 07:00 AM,2015,1,10,7,93,1 Hr,Valid
Chengdu,PM2.5,01/10/15 08:00 AM,2015,1,10,8,90,1 Hr,Valid
Chengdu,PM2.5,01/10/15 09:00 AM,2015,1,10,9,86,1 Hr,Valid
Chengdu,PM2.5,01/10/15 10:00 AM,2015,1,10,10,90,1 Hr,Valid
Chengdu,PM2.5,01/10/15 11:00 AM,2015,1,10,11,102,1 Hr,Valid
Chengdu,PM2.5,01/10/15 12:00 PM,2015,1,10,12,99,1 Hr,Valid
Chengdu,PM2.5,01/10/15 01:00 PM,2015,1,10,13,98,1 Hr,Valid
Chengdu,PM2.5,01/10/15 02:00 PM,2015,1,10,14,101,1 Hr,Valid
Chengdu,PM2.5,01/10/15 03:00 PM,2015,1,10,15,97,1 Hr,Valid
Chengdu,PM2.5,01/10/15 04:00 PM,2015,1,10,16,111,1 Hr,Valid
Chengdu,PM2.5,01/10/15 05:00 PM,2015,1,10,17,112,1 Hr,Valid
Chengdu,PM2.5,01/10/15 06:00 PM,2015,1,10,18,115,1 Hr,Valid
Chengdu,PM2.5,01/10/15 07:00 PM,2015,1,10,19,110,1 Hr,Valid
Chengdu,PM2.5,01/10/15 08:00 PM,2015,1,10,20,103,1 Hr,Valid
Chengdu,PM2.5,01/10/15 09:00 PM,2015,1,10,21,110,1 Hr,Valid
Chengdu,PM2.5,01/10/15 10:00 PM,2015,1,10,22,105,1 Hr,Valid
Chengdu,PM2.5,01/10/15 11:00 PM,2015,1,10,23,109,1 Hr,Valid
Chengdu,PM2.5,01/11/15 12:00 AM,2015,1,11,0,130,1 Hr,Valid
Chengdu,PM2.5,01/11/15 01:00 AM,2015,1,11,1,161,1 Hr,Valid
Chengdu,PM2.5,01/11/15 02:00 AM,2015,1,11,2,176,1 Hr,Valid
Chengdu,PM2.5,01/11/15 03:00 AM,2015,1,11,3,181,1 Hr,Valid
Chengdu,PM2.5,01/11/15 04:00 AM,2015,1,11,4,181,1 Hr,Valid
Chengdu,PM2.5,01/11/15 05:00 AM,2015,1,11,5,167,1 Hr,Valid
Chengdu,PM2.5,01/11/15 06:00 AM,2015,1,11,6,155,1 Hr,Valid
Chengdu,PM2.5,01/11/15 07:00 AM,2015,1,11,7,150,1 Hr,Valid
Chengdu,PM2.5,01/11/15 08:00 AM,2015,1,11,8,146,1 Hr,Valid
Chengdu,PM2.5,01/11/15 09:00 AM,2015,1,11,9,145,1 Hr,Valid
Chengdu,PM2.5,01/11/15 10:00 AM,2015,1,11,10,151,1 Hr,Valid
Chengdu,PM2.5,01/11/15 11:00 AM,2015,1,11,11,143,1 Hr,Valid
Chengdu,PM2.5,01/11/15 12:00 PM,2015,1,11,12,148,1 Hr,Valid
Chengdu,PM2.5,01/11/15 01:00 PM,2015,1,11,13,132,1 Hr,Valid
Chengdu,PM2.5,01/11/15 02:00 PM,2015,1,11,14,123,1 Hr,Valid
Chengdu,PM2.5,01/11/15 03:00 PM,2015,1,11,15,142,1 Hr,Valid
Chengdu,PM2.5,01/11/15 04:00 PM,2015,1,11,16,135,1 Hr,Valid
Chengdu,PM2.5,01/11/15 05:00 PM,2015,1,11,17,147,1 Hr,Valid
Chengdu,PM2.5,01/11/15 06:00 PM,2015,1,11,18,142,1 Hr,Valid
Chengdu,PM2.5,01/11/15 07:00 PM,2015,1,11,19,113,1 Hr,Valid
Chengdu,PM2.5,01/11/15 08:00 PM,2015,1,11,20,117,1 Hr,Valid
Chengdu,PM2.5,01/11/15 09:00 PM,2015,1,11,21,124,1 Hr,Valid
Chengdu,PM2.5,01/11/15 10:00 PM,2015,1,11,22,101,1 Hr,Valid
Chengdu,PM2.5,01/11/15 11:00 PM,2015,1,11,23,81,1 Hr,Valid
Chengdu,PM2.5,01/12/15 12:00 AM,2015,1,12,0,101,1 Hr,Valid
Chengdu,PM2.5,01/12/15 01:00 AM,2015,1,12,1,110,1 Hr,Valid
Chengdu,PM2.5,01/12/15 02:00 AM,2015,1,12,2,104,1 Hr,Valid
Chengdu,PM2.5,01/12/15 03:00 AM,2015,1,12,3,103,1 Hr,Valid
Chengdu,PM2.5,01/12/15 04:00 AM,2015,1,12,4,109,1 Hr,Valid
Chengdu,PM2.5,01/12/15 05:00 AM,2015,1,12,5,116,1 Hr,Valid
Chengdu,PM2.5,01/12/15 06:00 AM,2015,1,12,6,112,1 Hr,Valid
Chengdu,PM2.5,01/12/15 07:00 AM,2015,1,12,7,99,1 Hr,Valid
Chengdu,PM2.5,01/12/15 08:00 AM,2015,1,12,8,95,1 Hr,Valid
Chengdu,PM2.5,01/12/15 09:00 AM,2015,1,12,9,95,1 Hr,Valid
Chengdu,PM2.5,01/12/15 10:00 AM,2015,1,12,10,104,1 Hr,Valid
Chengdu,PM2.5,01/12/15 11:00 AM,2015,1,12,11,115,1 Hr,Valid
Chengdu,PM2.5,01/12/15 12:00 PM,2015,1,12,12,123,1 Hr,Valid
Chengdu,PM2.5,01/12/15 01:00 PM,2015,1,12,13,97,1 Hr,Valid
Chengdu,PM2.5,01/12/15 02:00 PM,2015,1,12,14,91,1 Hr,Valid
Chengdu,PM2.5,01/12/15 03:00 PM,2015,1,12,15,98,1 Hr,Valid
Chengdu,PM2.5,01/12/15 04:00 PM,2015,1,12,16,105,1 Hr,Valid
Chengdu,PM2.5,01/12/15 05:00 PM,2015,1,12,17,133,1 Hr,Valid
Chengdu,PM2.5,01/12/15 06:00 PM,2015,1,12,18,174,1 Hr,Valid
Chengdu,PM2.5,01/12/15 07:00 PM,2015,1,12,19,190,1 Hr,Valid
Chengdu,PM2.5,01/12/15 08:00 PM,2015,1,12,20,215,1 Hr,Valid
Chengdu,PM2.5,01/12/15 09:00 PM,2015,1,12,21,233,1 Hr,Valid
Chengdu,PM2.5,01/12/15 10:00 PM,2015,1,12,22,217,1 Hr,Valid
Chengdu,PM2.5,01/12/15 11:00 PM,2015,1,12,23,177,1 Hr,Valid
Chengdu,PM2.5,01/13/15 12:00 AM,2015,1,13,0,170,1 Hr,Valid
Chengdu,PM2.5,01/13/15 01:00 AM,2015,1,13,1,183,1 Hr,Valid
Chengdu,PM2.5,01/13/15 02:00 AM,2015,1,13,2,172,1 Hr,Valid
Chengdu,PM2.5,01/13/15 03:00 AM,2015,1,13,3,182,1 Hr,Valid
Chengdu,PM2.5,01/13/15 04:00 AM,2015,1,13,4,177,1 Hr,Valid
Chengdu,PM2.5,01/13/15 05:00 AM,2015,1,13,5,182,1 Hr,Valid
Chengdu,PM2.5,01/13/15 06:00 AM,2015,1,13,6,188,1 Hr,Valid
Chengdu,PM2.5,01/13/15 07:00 AM,2015,1,13,7,206,1 Hr,Valid
Chengdu,PM2.5,01/13/15 08:00 AM,2015,1,13,8,217,1 Hr,Valid
Chengdu,PM2.5,01/13/15 09:00 AM,2015,1,13,9,226,1 Hr,Valid
Chengdu,PM2.5,01/13/15 10:00 AM,2015,1,13,10,229,1 Hr,Valid
Chengdu,PM2.5,01/13/15 11:00 AM,2015,1,13,11,211,1 Hr,Valid
Chengdu,PM2.5,01/13/15 12:00 PM,2015,1,13,12,220,1 Hr,Valid
Chengdu,PM2.5,01/13/15 01:00 PM,2015,1,13,13,216,1 Hr,Valid
